status,title,company,location,date,blurb,tags,link,id,provider,query,locale,wage,remoteness,state_zip,state,city,job level
NEW,Data Science Manager - Consumer Engineering,Netflix,"Los Gatos, CA",10/25/2024,"Experience hiring and leading high-caliber, data-focused teams with varying technical strengths across analytics engineering and experimentation. You'll primarily partner with software engineering…","Job types: Full-time
Benefits: Stock options, Paid holidays, Health insurance, Flexible spending account, Paid time off, 401(k) matching
Job types cc: Full-time",https://www.indeed.com/m/viewjob?jk=28ef514f0d087d1b,IndeedScraperUSAEng_28ef514f0d087d1b,IndeedScraperUSAEng,Data,USA_ENGLISH,$360000 - $920000 yearly,UNKNOWN, CA,CA,Los Gatos,Senior-Level
NEW,Applied Researcher I,Capital One,"Plano, TX 75023",10/5/2024,"Contribution to open source libraries for data quality, dataset curation, or labeling. Publications studying tokenization, data quality, dataset curation, or labeling.","Job types: Full-time
Remote: Hybrid work
Benefits: Health insurance
Job types cc: Full-time",https://www.indeed.com/m/viewjob?jk=f3e5169da0ac2cc1,IndeedScraperUSAEng_f3e5169da0ac2cc1,IndeedScraperUSAEng,Data,USA_ENGLISH,,TEMPORARILY_REMOTE, TX 75023,TX,Plano,Senior-Level
NEW,"Chief Data, Analytics and AI Officer (CDAIO)",Customers Bank,"Malvern, PA",10/19/2024,"At Customers Bank, we believe in working hard, working smart, working together to deliver memorable customer experiences and having fun. Our vision, mission, and values guide us along our path to…","Job types: Full-time
Remote: Hybrid work
Job types cc: Full-time",https://www.indeed.com/m/viewjob?jk=88fc4d15b73b0b9b,IndeedScraperUSAEng_88fc4d15b73b0b9b,IndeedScraperUSAEng,Data,USA_ENGLISH,$200000 - $250000 yearly,TEMPORARILY_REMOTE, PA,PA,Malvern,Senior-Level
NEW,"Analyst/Sr Analyst, Contact Center - Analytics",American Airlines,"Dallas, TX 75219",11/15/2024,"Experience using internal data warehouse’s (e.g. Mosaic) for data extraction, analysis, and reporting. Acts as an owner of at least one contact center data subject area, serving as the main contact…","Benefits: Health insurance, Dental insurance, Flexible spending account, Employee assistance program, Vision insurance, Benefits from day one, Pet insurance",https://www.indeed.com/m/viewjob?jk=00cc51701023bbac,IndeedScraperUSAEng_00cc51701023bbac,IndeedScraperUSAEng,Data,USA_ENGLISH,,UNKNOWN, TX 75219,TX,Dallas,Entry-Level
NEW,"Senior Product Manager, Data Governance",Verily,"San Bruno, CA",10/3/2024,"The Data Governance Product Manager will be responsible for data governance across the Precision Health Platform, including data stored in FHIR and other healthcare data modalities.","Job types: Full-time
Job types cc: Full-time",https://www.indeed.com/m/viewjob?jk=f26608f8f169c647,IndeedScraperUSAEng_f26608f8f169c647,IndeedScraperUSAEng,Data,USA_ENGLISH,$129000 - $184000 yearly,UNKNOWN, CA,CA,San Bruno,Mid-Level
NEW,Alteryx Analyst,Marex,"New York, NY",10/10/2024,"Financial services experience, using Alteryx for data extraction, transformation, and analysis. Scripting skills, preferably Python and dealing with data (e.g., Numpy, Pandas).","Job types: Full-time
Job types cc: Full-time",https://www.indeed.com/m/viewjob?jk=04ef13bd303ae39f,IndeedScraperUSAEng_04ef13bd303ae39f,IndeedScraperUSAEng,Data,USA_ENGLISH,$100000 - $150000 yearly,UNKNOWN, NY,NY,New York,Entry-Level
NEW,"Business Analyst, Finance (Business Analysis)",Yum! Brands,"Plano, TX",11/5/2024,Financial Data Support: Provide comprehensive financial data to support various cost-saving initiatives within the organization. Your expertise will ensure we maintain the right inventory levels to…,,https://www.indeed.com/m/viewjob?jk=a77b8f8f301eab73,IndeedScraperUSAEng_a77b8f8f301eab73,IndeedScraperUSAEng,Data,USA_ENGLISH,$84500 - $102500 yearly,UNKNOWN, TX,TX,Plano,Entry-Level
NEW,"DoD Military Skillbridge - Data Center Facility Engineer (HVAC, Mechanical, Electrician, Security Systems)",Equinix,"San Jose, CA 95119",10/10/2024,Expand your professional network of contacts. Gain familiarity with corporate culture. Has a substantial understanding of the job while working on assignments that are moderately difficult requiring…,"Job types: Full-time
Job types cc: Full-time",https://www.indeed.com/m/viewjob?jk=ccd268dbb97913c0,IndeedScraperUSAEng_ccd268dbb97913c0,IndeedScraperUSAEng,Data,USA_ENGLISH,,UNKNOWN, CA 95119,CA,San Jose,Entry-Level
NEW,Data Infrastructure Engineer,Western Digital,"San Jose, CA 95119",11/13/2024,"Ensure high reliability of the processes, data integrity and accuracy by implementing robust data validation and quality assurance practices. The data will be used for data analytics and visualization…","Job types: Full-time
Benefits: Health savings account, AD&D insurance, Employee stock purchase plan, Disability insurance, Health insurance, Dental insurance, 401(k), RSU, Tuition reimbursement, Employee assistance program, Vision insurance, Paid sick time, Pet insurance
Job types cc: Full-time",https://www.indeed.com/m/viewjob?jk=3f1fa4cca99c0321,IndeedScraperUSAEng_3f1fa4cca99c0321,IndeedScraperUSAEng,Data,USA_ENGLISH,,UNKNOWN, CA 95119,CA,San Jose,Entry-Level
NEW,"Director, Data Engineering Tech Lead",L'Oreal,"New York, NY 10001",11/10/2024,"10 years of experience in data engineering, data warehousing and analytics. Proven experience in data warehousing, ETL processes, and data modeling. Reusable & Sustainable Data Architecture with APIs:…","Job types: Full-time
Remote: Hybrid work
Benefits: Paid holidays, Health insurance, Dental insurance, Cell phone reimbursement, Work from home, Vision insurance, Lunch & learns
Job types cc: Full-time",https://www.indeed.com/m/viewjob?jk=cf40ac26bddc8fa8,IndeedScraperUSAEng_cf40ac26bddc8fa8,IndeedScraperUSAEng,Data,USA_ENGLISH,$138500 - $200800 yearly,TEMPORARILY_REMOTE, NY 10001,NY,New York,Mid-Level
NEW,Data Infrastructure Software Engineer,NextSense,"Mountain View, CA 94040",10/10/2024,3+ years in building a data warehouse and data pipelines. Understand end to end data interactions and dependencies across our existing data pipelines and data transformation and how they impact…,"Benefits: Commuter assistance, Paid holidays, Health insurance, Dental insurance, Flexible spending account, Work from home, Parental leave, Vision insurance, Life insurance",https://www.indeed.com/m/viewjob?jk=1ccb89d8c6fd47ad,IndeedScraperUSAEng_1ccb89d8c6fd47ad,IndeedScraperUSAEng,Data,USA_ENGLISH,,UNKNOWN, CA 94040,CA,Mountain View,Mid-Level
NEW,"Software Engineer (Framework - BigData), Ai & Data Platforms",Apple,"Sunnyvale, CA",11/2/2024,"Experience with SQL and NoSQL data stores. Deep understanding of data structures and algorithms. Experience or familiarity with big data technologies like Apache Iceberg, Delta or Hudi.","Benefits: Employee stock purchase plan, Health insurance, Dental insurance, RSU, Retirement plan",https://www.indeed.com/m/viewjob?jk=795e61ca787cb9fd,IndeedScraperUSAEng_795e61ca787cb9fd,IndeedScraperUSAEng,Data,USA_ENGLISH,$143100 - $264200 yearly,UNKNOWN, CA,CA,Sunnyvale,Entry-Level
NEW,Big data - Integrate,Sonsoft Inc,"Hartford, CT",10/9/2024,Ability to understand DWH / Informatics data integration and processing for Healthcare. Ability to understand DWH / Informatics data integration and processing for Healthcare.,"Job types: Full-time
Job types cc: Permanent, Full-time",https://www.indeed.com/m/viewjob?jk=7fb291d66cc4cb2b,IndeedScraperUSAEng_7fb291d66cc4cb2b,IndeedScraperUSAEng,Data,USA_ENGLISH,,UNKNOWN, CT,CT,Hartford,Mid-Level
NEW,Bus. Systems Analysis Senior Analyst,NTT DATA,"Irving, TX",11/14/2024,"Job Description: This is an Analyst role focused on S/4 HANA Finance , with experience in SAP Project Systems. The role will be in the implementation of these areas in on-going solutions and…","Remote: Remote
Benefits: Health savings account, AD&D insurance, Disability insurance, Health insurance, Dental insurance, Paid time off, Vision insurance, 401(k) matching",https://www.indeed.com/m/viewjob?jk=9865014b8ca63d81,IndeedScraperUSAEng_9865014b8ca63d81,IndeedScraperUSAEng,Data,USA_ENGLISH,,FULLY_REMOTE, TX,TX,Irving,Mid-Level
NEW,"Data Product Manager - Data, Data Platform",ByteDance,"San Jose, CA",11/9/2024,"Enthusiastic about big data, proven data analysis skills, able to produce key data insights through BI tools; Experience analyzing complex, large-scale data sets and making decisions based on data.","Benefits: Paid parental leave, Health savings account, AD&D insurance, Paid holidays, Disability insurance, Health insurance, Dental insurance, Flexible spending account, RSU, Paid time off, Parental leave, Employee assistance program, Vision insurance, 401(k) matching, Paid sick time",https://www.indeed.com/m/viewjob?jk=12bbb1fb3c879d30,IndeedScraperUSAEng_12bbb1fb3c879d30,IndeedScraperUSAEng,Data,USA_ENGLISH,$132000 - $288000 yearly,UNKNOWN, CA,CA,San Jose,Entry-Level
NEW,Quantitative Analyst - AI Trainer,DataAnnotation,"Dallas, TX",10/15/2024,"Proficient in research methods, data science, arithmetic, algebra, geometry, calculus, probability, statistics, and inductive/ deductive reasoning. You will measure the progress of these AI chatbots,…","Job types: Part-time, Full-time
Remote: Remote
Job types cc: Part-time, Full-time",https://www.indeed.com/m/viewjob?jk=5efa237ea8c64d9d,IndeedScraperUSAEng_5efa237ea8c64d9d,IndeedScraperUSAEng,Data,USA_ENGLISH,$40 - $-1 hourly,FULLY_REMOTE, TX,TX,Dallas,Entry-Level
NEW,Data Analyst,Curinos,"New York, NY 10017",10/9/2024,"Deriving and communicating actionable conclusions from complex data. Becoming the SME on our clients’ data and platform configuration, including: Gathering, mapping, and validating data to power our…","Job types: Full-time
Benefits: Health insurance, Employee assistance program, Flexible schedule
Job types cc: Full-time",https://www.indeed.com/m/viewjob?jk=0984e4e96fe7cfc8,IndeedScraperUSAEng_0984e4e96fe7cfc8,IndeedScraperUSAEng,Data,USA_ENGLISH,$67500 - $75000 yearly,UNKNOWN, NY 10017,NY,New York,Entry-Level
NEW,Snowflake Data Architect,Interas Labs.LLC,"New York, NY 10036",11/7/2024,"Strong understanding of Snowflake architecture, data modeling, and data warehousing concepts.. 15+ years of experience in data engineering, data warehousing, or related fields..","Job types: Full-time
Shifts: Day shift
Benefits: Health insurance, Dental insurance, 401(k)
Job types cc: Full-time
Schedules: Day shift",https://www.indeed.com/m/viewjob?jk=b8893ceb49ea5bb6,IndeedScraperUSAEng_b8893ceb49ea5bb6,IndeedScraperUSAEng,Data,USA_ENGLISH,$85 - $95 hourly,UNKNOWN, NY 10036,NY,New York,Senior-Level
NEW,Sr Principal Data Architect,Palo Alto Networks,"Santa Clara, CA",11/14/2024,"Architectural Strategy & Design - Lead the design, development, and optimization of scalable data architectures, including data warehouses, data lakes, and other data platforms that support high…","Job types: Full-time
Benefits: RSU
Job types cc: Full-time",https://www.indeed.com/m/viewjob?jk=6c998ddda3bf907d,IndeedScraperUSAEng_6c998ddda3bf907d,IndeedScraperUSAEng,Data,USA_ENGLISH,$223000 - $306500 yearly,UNKNOWN, CA,CA,Santa Clara,Senior-Level
NEW,AI Math Analyst - Part Time Work From Home,Outlier,"Dallas, TX",11/5/2024,Outlier is looking for talented Math Experts to help train generative artificial intelligence models. Crafting and answering questions related to Math. Experience working as a Math professional.,"Job types: Part-time, Contract
Remote: Remote
Benefits: Work from home
Job types cc: Part-time, Contract, Freelance
Schedules: Overtime",https://www.indeed.com/m/viewjob?jk=05f2ecf40423c5f2,IndeedScraperUSAEng_05f2ecf40423c5f2,IndeedScraperUSAEng,Data,USA_ENGLISH,$30 - $50 hourly,FULLY_REMOTE, TX,TX,Dallas,Entry-Level
NEW,Data Coordinator 2,Yale University,"New Haven, CT 06510",10/20/2024,Data Coordinator 2 Comprehensive Cancer Center - Clinical Trial Operations 90569BR Yale Posting Status CLOSED TO FURTHER APPLICATIONS University Job Title Research Assistant 2 HSS Bargaining…,"Job types: Full-time
Job types cc: Full-time
Schedules: Evenings as needed, Monday to Friday",https://www.indeed.com/m/viewjob?jk=adf13e0d349ec86e,IndeedScraperUSAEng_adf13e0d349ec86e,IndeedScraperUSAEng,Data,USA_ENGLISH,,UNKNOWN, CT 06510,CT,New Haven,Entry-Level
NEW,Encounter Data Analyst,Center for Elders' Independence,"Oakland, CA 94612",10/5/2024,Encounter Data Analyst Responsible for the creation and auditing of all monthly and ad hoc outbound encounter/HCC reporting as well as analysis of inbound reports. The role performs data analysis…,"Job types: Full-time
Benefits: Health insurance
Job types cc: Full-time",https://www.indeed.com/m/viewjob?jk=7faca61969416719,IndeedScraperUSAEng_7faca61969416719,IndeedScraperUSAEng,Data,USA_ENGLISH,$58514 - $87760 yearly,UNKNOWN, CA 94612,CA,Oakland,Entry-Level
NEW,Sr. BI Analyst,BayOne,"Pleasanton, CA 94588",10/21/2024,Work to define and structure eCommerce customer and operational data and ensure reliability and integrity of data sources. Perform data modeling using/modifying existing models.,,https://www.indeed.com/m/viewjob?jk=466f9d14aba9eae0,IndeedScraperUSAEng_466f9d14aba9eae0,IndeedScraperUSAEng,Data,USA_ENGLISH,,UNKNOWN, CA 94588,CA,Pleasanton,Senior-Level
NEW,"Senior Manager, Machine Learning Engineering - Cyber AI",Capital One,"New York, NY 10011",11/22/2024,3+ years of experience with data gathering and preparation for ML models. 3+ years of experience building production-ready data pipelines that feed ML models.,"Job types: Full-time
Remote: Hybrid work
Job types cc: Full-time",https://www.indeed.com/m/viewjob?jk=3a98ad9abeb767e2,IndeedScraperUSAEng_3a98ad9abeb767e2,IndeedScraperUSAEng,Data,USA_ENGLISH,,TEMPORARILY_REMOTE, NY 10011,NY,New York,Mid-Level
NEW,Technical Lead Data Engineer,"Garmin International, Inc.","Cary, NC 27518",11/13/2024,"Experience with noSQL data storage technologies and data streaming technologies. Develops scalable, extensible solution architectures leveraging contemporary big-data technologies in an evolving…","Job types: Full-time
Job types cc: Full-time
Schedules: On call",https://www.indeed.com/m/viewjob?jk=3ee318bd34f854af,IndeedScraperUSAEng_3ee318bd34f854af,IndeedScraperUSAEng,Data,USA_ENGLISH,,UNKNOWN, NC 27518,NC,Cary,Entry-Level
NEW,"Engineering Manager, Data Science",OpenAI,"San Francisco, CA",11/8/2024,"Collaborate with data science peers across the organization to share knowledge and continuously improve data practices. Lead the development and socialization of dashboards, reports, and other data…","Remote: Hybrid work
Benefits: Relocation assistance",https://www.indeed.com/m/viewjob?jk=12651ef55d48b9b3,IndeedScraperUSAEng_12651ef55d48b9b3,IndeedScraperUSAEng,Data,USA_ENGLISH,$300000 - $400000 yearly,TEMPORARILY_REMOTE, CA,CA,San Francisco,Senior-Level
NEW,Data Catalog Engineer,Purple Drive Solution,"Berkeley Heights, NJ",11/5/2024,Data Classification: Implement data classification strategies using AWS Macie and Glue to enhance data governance. Data Inventory Maintenance: Maintain an up-to-date inventory of data assets to…,"Job types: Contract
Shifts: 8 hour shift
Remote: Remote
Benefits: Dental insurance
Job types cc: Contract
Schedules: 8 hour shift",https://www.indeed.com/m/viewjob?jk=e0f436a115818e7b,IndeedScraperUSAEng_e0f436a115818e7b,IndeedScraperUSAEng,Data,USA_ENGLISH,$65 - $65 hourly,FULLY_REMOTE, NJ,NJ,Berkeley Heights,Senior-Level
NEW,"Associate Pincipal, Data Science","Clutch Group, Inc.","Jersey City, NJ",11/14/2024,Skill in synthesizing data and communicating strategic recommendations to senior leadership. The ideal candidate will have a deep understanding of client needs and be able to translate complex data…,,https://www.indeed.com/m/viewjob?jk=5438a5c6b1bfed42,IndeedScraperUSAEng_5438a5c6b1bfed42,IndeedScraperUSAEng,Data,USA_ENGLISH,,UNKNOWN, NJ,NJ,Jersey City,Mid-Level
NEW,Data Scientist - PBM,CVS Health,"New York, NY 10013",11/6/2024,Strong knowledge of advanced analytics tools and languages to analyze large data sets from multiple data sources. A strong drive to explore data and make a business impact by applying data science to…,"Job types: Full-time
Remote: Hybrid work
Benefits: Store discount, Employee stock purchase plan, Paid holidays, Disability insurance, Health insurance, Dental insurance, 401(k), Tuition reimbursement, Paid time off, Vision insurance, Employee discount, Life insurance
Job types cc: Full-time",https://www.indeed.com/m/viewjob?jk=67c4fddbc3de8b6e,IndeedScraperUSAEng_67c4fddbc3de8b6e,IndeedScraperUSAEng,Data,USA_ENGLISH,$79310 - $173040 yearly,TEMPORARILY_REMOTE, NY 10013,NY,New York,Entry-Level
NEW,"Application/Database Developer, Tier 1",Empire State,"New York, NY 10017",10/9/2024,Troubleshoot application performance bottlenecks to ensure fast efficient workflow and data processing. Develop “Test and Debug” strategies to ensure System reliability and data integrity.,"Job types: Full-time
Job types cc: Full-time",https://www.indeed.com/m/viewjob?jk=b704c32de5079654,IndeedScraperUSAEng_b704c32de5079654,IndeedScraperUSAEng,Data,USA_ENGLISH,$90000 - $110000 yearly,UNKNOWN, NY 10017,NY,New York,Entry-Level
NEW,Junior Rates Analyst,Stevens Transport,"Dallas, TX 75227",11/14/2024,"Power BI, Tableau or other data warehousing tools. The role requires advanced reporting and analytical skills with the ability to interpret data. JOB SUMMARY: The Junior Rates Analyst works with a…","Job types: Full-time
Benefits: Health insurance, Dental insurance, Vision insurance, 401(k) matching
Job types cc: Full-time
Schedules: Monday to Friday",https://www.indeed.com/m/viewjob?jk=0cce1e14f3ead243,IndeedScraperUSAEng_0cce1e14f3ead243,IndeedScraperUSAEng,Data,USA_ENGLISH,,UNKNOWN, TX 75227,TX,Dallas,Entry-Level
NEW,Utilities AI Value Strategy Manager,Accenture,"Irving, TX 75039",11/2/2024,"Bachelor’s degree in computer science, data science, statistics, math, or a similar degree field. Ability to speak with clients, both business and technology stakeholders, to synthesize the problem…","Job types: Full-time
Job types cc: Full-time",https://www.indeed.com/m/viewjob?jk=0e054d8d43059d2b,IndeedScraperUSAEng_0e054d8d43059d2b,IndeedScraperUSAEng,Data,USA_ENGLISH,,UNKNOWN, TX 75039,TX,Irving,Mid-Level
NEW,"Data Strategy, Principal - Web Analytics",Publicis Sapient,"New York, NY 10014",11/14/2024,"Participate in ongoing discussions concerning data collection, tagging, and data analysis. Provide data though leadership and communicate data strategy needs as inputs into the media partnership…","Job types: Full-time
Benefits: Paid holidays, Tuition reimbursement, Parental leave
Job types cc: Full-time",https://www.indeed.com/m/viewjob?jk=a2902462fb266fae,IndeedScraperUSAEng_a2902462fb266fae,IndeedScraperUSAEng,Data,USA_ENGLISH,$175000 - $225000 yearly,UNKNOWN, NY 10014,NY,New York,Mid-Level
NEW,AI Data Trainer - Mathematics Specialist,Outlier,"Bridgeport, CT",10/20/2024,Outlier is looking for talented Math Experts to help train generative artificial intelligence models. Crafting and answering questions related to Math. Experience working as a Math professional.,"Job types: Contract
Job types cc: Contract, Freelance
Schedules: Overtime",https://www.indeed.com/m/viewjob?jk=70da032cce7a8b31,IndeedScraperUSAEng_70da032cce7a8b31,IndeedScraperUSAEng,Data,USA_ENGLISH,$30 - $50 hourly,UNKNOWN, CT,CT,Bridgeport,Entry-Level
NEW,"Senior Business Development Manager, Data Services",Nexxen,"New York, NY",10/3/2024,"Demonstrated experience in data licensing and advertising technology, knowledge of CTV/OTT is preferred. Analytical, self-motivated, strategic and data-driven with a competitive drive to win in the…","Job types: Full-time
Remote: Hybrid work
Benefits: Paid holidays, Disability insurance, Health insurance, Dental insurance, 401(k), Parental leave, Employee assistance program, Vision insurance
Job types cc: Full-time",https://www.indeed.com/m/viewjob?jk=c8278516b68171fa,IndeedScraperUSAEng_c8278516b68171fa,IndeedScraperUSAEng,Data,USA_ENGLISH,$120000 - $125000 yearly,TEMPORARILY_REMOTE, NY,NY,New York,Entry-Level
NEW,Oracle Database Developer,Capgemini,"New York, NY 10003",11/7/2024,"Choosing Capgemini means choosing a company where you will be empowered to shape your career in the way you’d like, where you’ll be supported and inspired by a collaborative community of colleagues…","Job types: Full-time
Benefits: Paid parental leave, Paid holidays, Health insurance, Dental insurance, 401(k), Paid time off, Adoption assistance, Parental leave, Vision insurance
Job types cc: Full-time",https://www.indeed.com/m/viewjob?jk=4f1dca737036477f,IndeedScraperUSAEng_4f1dca737036477f,IndeedScraperUSAEng,Data,USA_ENGLISH,$56186 - $87556 yearly,UNKNOWN, NY 10003,NY,New York,Entry-Level
NEW,Statistical Programmer,Revolution Medicines,"Redwood City, CA 94063",10/29/2024,"Ensure accuracy of clinical trial results for internal and external audiences (e.g., regulatory authorities, academic community, and healthcare providers) via biometrics QC of documents with clinical…","Job types: Full-time
Job types cc: Full-time",https://www.indeed.com/m/viewjob?jk=b5fd15ad761c05fb,IndeedScraperUSAEng_b5fd15ad761c05fb,IndeedScraperUSAEng,Data,USA_ENGLISH,$105000 - $135000 yearly,UNKNOWN, CA 94063,CA,Redwood City,Mid-Level
NEW,Customer Data Manager,The Chefs' Warehouse,"Ridgefield, CT 06877",11/18/2024,"Manages JDE customer master data across the country ensuring accurate, timely setup and maintenance of JDE customer data. Takes a “hands on” approach to cleansing data; resolving data related issues…","Job types: Full-time
Benefits: Employee stock purchase plan, Paid holidays, Health insurance, Dental insurance, 401(k), Employee discount, Life insurance
Job types cc: Full-time",https://www.indeed.com/m/viewjob?jk=6b3b48d30983e757,IndeedScraperUSAEng_6b3b48d30983e757,IndeedScraperUSAEng,Data,USA_ENGLISH,,UNKNOWN, CT 06877,CT,Ridgefield,Entry-Level
NEW,"Data Analyst, Financial Analytics",Rippling,"New York, NY 10007",11/5/2024,"Developing a deep understanding of the Company data schemas and data models to automate accounting reporting and reconciliations. You are able to operate across the data stack, and support all…","Job types: Full-time
Remote: Hybrid work
Job types cc: Full-time",https://www.indeed.com/m/viewjob?jk=f29196416ad02050,IndeedScraperUSAEng_f29196416ad02050,IndeedScraperUSAEng,Data,USA_ENGLISH,$90000 - $157500 yearly,TEMPORARILY_REMOTE, NY 10007,NY,New York,Entry-Level
NEW,Data Scientist 2,Intuit,"Mountain View, CA 94043",10/5/2024,Work with data scientists / machine learning engineers to create and refine features from the underlying data and build pipelines to train and deploy models.,,https://www.indeed.com/m/viewjob?jk=eed4f4415ff51cae,IndeedScraperUSAEng_eed4f4415ff51cae,IndeedScraperUSAEng,Data,USA_ENGLISH,,UNKNOWN, CA 94043,CA,Mountain View,Entry-Level
